,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Model,Submodel,Mileage_Value,Engine_CC,Power_bhp
2482,Bangalore,2013,58410,Diesel,Automatic,First,5.0,14.5,Skoda,Octavia,Ambition 2.0 TDI AT,19.3,1968.0,141.0
2483,Delhi,2011,72000,Diesel,Manual,First,7.0,7.1,Toyota,Innova,2.5 V Diesel 7-seater,12.8,2494.0,102.0
2484,Chennai,2016,11000,Diesel,Automatic,First,5.0,28.0,Audi,A4,35 TDI Premium Sport,17.11,1968.0,174.33
2485,Kochi,2017,45362,Diesel,Manual,First,5.0,9.38,Maruti,Vitara,Brezza ZDi Plus Dual Tone,24.3,1248.0,88.5
2486,Kochi,2016,59767,Petrol,Manual,First,5.0,4.78,Hyundai,Grand,i10 Sportz,18.9,1197.0,82.0
2487,Chennai,2003,70000,Petrol,Manual,Second,5.0,1.7,Toyota,Corolla,DX,13.4,1794.0,125.0
2488,Coimbatore,2019,14233,Diesel,Automatic,First,7.0,17.85,Tata,Hexa,XTA,17.6,2179.0,153.86
2489,Pune,2010,72000,Petrol,Manual,Second,5.0,2.75,Hyundai,i20,2015-2017 1.2 Asta,17.0,1197.0,80.0
2490,Mumbai,2014,11000,Petrol,Manual,First,5.0,5.95,Hyundai,Verna,1.6 SX VTVT,17.01,1591.0,121.3
2491,Mumbai,2011,39000,Petrol,Manual,First,5.0,1.5,Maruti,Omni,8 Seater BSIV,14.0,796.0,35.0
2492,Kochi,2019,19855,Petrol,Manual,First,5.0,3.8,Maruti,Alto,800 2016-2019 VXI,24.7,796.0,47.3
2493,Bangalore,2017,20149,Diesel,Automatic,First,5.0,38.5,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C,19.27,2143.0,167.62
2494,Jaipur,2011,70000,Petrol,Manual,First,5.0,2.15,Hyundai,i10,Era 1.1,19.81,1086.0,68.05
2495,Mumbai,2010,62004,Petrol,Automatic,Second,5.0,3.75,Skoda,Superb,Style 1.8 TSI AT,14.67,1798.0,177.46
2496,Mumbai,2016,25500,Diesel,Automatic,First,5.0,8.95,Volkswagen,Vento,1.5 TDI Highline AT,21.5,1498.0,108.5
2497,Hyderabad,2013,68800,Diesel,Manual,First,5.0,5.0,Maruti,Swift,VDI BSIV,17.8,1248.0,-1.0
2498,Pune,2010,61700,Petrol,Manual,First,5.0,2.95,Honda,Civic,2010-2013 1.8 V MT,14.8,1799.0,130.2
2499,Coimbatore,2010,59660,Petrol,Automatic,First,5.0,10.49,BMW,3,Series 320i Sedan,12.05,1995.0,154.0
2500,Hyderabad,2007,69775,Petrol,Manual,Second,5.0,1.85,Hyundai,Santro,Xing GLS,17.92,1086.0,62.1
2501,Hyderabad,2016,51787,Diesel,Manual,First,5.0,6.45,Maruti,Swift,VDI BSIV,17.8,1248.0,-1.0
2502,Jaipur,2009,88000,Petrol,Automatic,First,5.0,5.25,Honda,Accord,2001-2003 2.3 VTi L AT,11.1,2354.0,142.0
2503,Kolkata,2014,47052,Diesel,Manual,First,7.0,5.99,Maruti,Ertiga,VDI,20.77,1248.0,88.76
2504,Kochi,2015,69749,Diesel,Manual,First,5.0,3.82,Ford,Fiesta,Classic 1.4 Duratorq LXI,18.6,1388.0,67.0
2505,Hyderabad,2012,79000,Diesel,Automatic,First,7.0,39.0,Audi,Q7,3.0 TDI Quattro Premium Plus,12.07,2967.0,241.4
2506,Coimbatore,2016,39644,Diesel,Automatic,First,5.0,25.75,Audi,A4,35 TDI Premium,17.11,1968.0,174.33
2507,Hyderabad,2012,137800,Diesel,Manual,First,5.0,2.2,Tata,Indica,Vista Quadrajet VX,22.3,1248.0,74.0
2508,Chennai,2008,120000,Diesel,Manual,Second,5.0,2.0,Hyundai,Verna,CRDi ABS,18.1,1493.0,110.0
2509,Mumbai,2018,11000,Diesel,Automatic,First,5.0,56.5,Mercedes-Benz,E-Class,E 220 d,16.1,1950.0,194.0
2510,Mumbai,2014,18600,Diesel,Automatic,Second,5.0,21.0,BMW,3,Series 320d Luxury Line,22.69,1995.0,190.0
2511,Ahmedabad,2014,116905,Diesel,Manual,First,5.0,4.0,Hyundai,Grand,i10 CRDi Asta,24.0,1120.0,70.0
2512,Coimbatore,2011,32824,Petrol,Automatic,First,5.0,3.83,Hyundai,i10,Sportz AT,16.95,1197.0,78.9
2513,Kochi,2016,19148,Petrol,Manual,First,5.0,5.89,Maruti,Swift,VXi BSIV,16.1,1197.0,85.0
2514,Kolkata,2010,35008,Petrol,Manual,First,5.0,1.36,Hyundai,Santro,Xing GLS,17.92,1086.0,62.1
2515,Delhi,2013,21000,Diesel,Automatic,Second,4.0,44.0,BMW,6,Series Gran Coupe,17.54,2993.0,313.0
2516,Mumbai,2014,53000,CNG,Manual,First,5.0,3.26,Maruti,SX4,Green Vxi (CNG),22.1,1586.0,85.7
2517,Bangalore,2016,36000,Petrol,Manual,First,5.0,8.0,Hyundai,Verna,1.4 VTVT,17.43,1396.0,105.5
2518,Ahmedabad,2012,56121,Diesel,Manual,First,5.0,4.25,Maruti,Swift,Dzire ZDI,23.4,1248.0,74.0
2519,Pune,2018,30000,Diesel,Manual,First,5.0,6.0,Maruti,Swift,VDI,28.4,1248.0,74.0
2520,Kochi,2016,31021,Diesel,Automatic,First,5.0,16.61,Skoda,Octavia,2.0 TDI AT Style Plus,19.5,1968.0,141.0
2521,Coimbatore,2013,52600,Diesel,Manual,First,5.0,7.26,Renault,Duster,110PS Diesel RxL,19.6,1461.0,108.45
2522,Bangalore,2005,60000,Diesel,Manual,First,8.0,4.0,Mahindra,Scorpio,2.6 CRDe,10.5,2179.0,120.0
2523,Ahmedabad,2016,44001,Diesel,Automatic,First,5.0,34.51,BMW,5,Series 2013-2017 520d Luxury Line,18.12,1995.0,190.0
2524,Chennai,2003,101000,Petrol,Manual,Third,5.0,0.95,Maruti,Wagon,R VXI BSIII,17.3,1061.0,64.0
2525,Hyderabad,2007,84169,Petrol,Manual,First,5.0,2.2,Maruti,Wagon,R LXI BSIII,14.0,1061.0,64.0
2526,Mumbai,2017,14001,Petrol,Manual,First,5.0,5.75,Hyundai,i20,Sportz 1.2,18.6,1197.0,81.83
2527,Pune,2005,100000,CNG,Manual,Third,5.0,1.2,Hyundai,Santro,Xing XO CNG,17.0,1086.0,-1.0
2528,Delhi,2016,59000,Diesel,Automatic,First,7.0,36.75,Land,Rover,Discovery SE 3.0 TD6,18.0,2993.0,255.0
2529,Hyderabad,2009,29000,Petrol,Automatic,Second,5.0,10.0,Mercedes-Benz,New,C-Class 230 Avantgarde,11.7,1796.0,178.0
2530,Kochi,2014,64158,Diesel,Automatic,First,-1.0,17.89,BMW,5,Series 520d Sedan,18.48,-1.0,-1.0
2531,Mumbai,2012,38800,Diesel,Manual,First,5.0,4.05,Nissan,Sunny,2011-2014 Diesel XV,21.64,1461.0,84.8
2532,Hyderabad,2011,98000,Diesel,Automatic,First,7.0,22.0,Audi,Q7,3.0 TDI quattro,12.07,2967.0,241.4
2533,Coimbatore,2017,20969,Diesel,Automatic,First,5.0,27.87,Mercedes-Benz,CLA,200 CDI Sport,17.9,2143.0,136.0
2534,Kolkata,2018,2900,Diesel,Manual,First,5.0,8.75,Maruti,Vitara,Brezza ZDi,24.3,1248.0,88.5
2535,Hyderabad,2016,69000,Diesel,Manual,First,5.0,4.79,Maruti,Swift,Dzire Vdi BSIV,19.3,1248.0,73.9
2536,Coimbatore,2018,5833,Diesel,Manual,First,5.0,11.92,Skoda,Rapid,1.5 TDI Ambition,21.13,1498.0,108.4
2537,Coimbatore,2016,28733,Diesel,Automatic,Second,7.0,53.11,Audi,Q7,35 TDI Quattro Technology,12.07,2967.0,241.4
2538,Jaipur,2006,145000,Petrol,Manual,First,5.0,1.15,Maruti,Wagon,R LXI,18.9,998.0,67.1
2539,Pune,2014,71000,Diesel,Manual,First,5.0,7.45,Honda,City,i DTEC VX Option,25.1,1498.0,98.6
2540,Jaipur,2017,12000,Petrol,Manual,First,5.0,3.5,Hyundai,EON,Magna Plus,21.1,814.0,55.2
2541,Kochi,2018,21603,Diesel,Automatic,First,5.0,70.15,Mercedes-Benz,E-Class,2015-2017 E350 CDI Avantgrade,13.0,2987.0,265.0
2542,Bangalore,2011,65000,Petrol,Manual,Second,-1.0,3.15,Hyundai,Santro,GLS II - Euro II,0.0,-1.0,-1.0
2543,Hyderabad,2013,58000,Diesel,Automatic,First,5.0,19.5,BMW,3,Series 320d,13.2,1995.0,170.0
2544,Pune,2012,39000,Petrol,Automatic,Second,5.0,15.0,BMW,3,Series 318i Sedan,12.05,1995.0,154.0
2545,Coimbatore,2017,37712,Diesel,Manual,First,7.0,7.57,Mahindra,NuvoSport,N8,17.45,1493.0,100.0
2546,Hyderabad,2012,68000,Petrol,Manual,First,5.0,4.4,Maruti,Ritz,VXi,18.5,1197.0,85.8
2547,Chennai,2016,25000,Diesel,Automatic,First,5.0,60.0,BMW,X6,xDrive 40d M Sport,15.87,2993.0,308.43
2548,Kolkata,2010,30000,Petrol,Manual,First,5.0,1.6,Chevrolet,Beat,LT,18.6,1199.0,79.4
2549,Pune,2014,68218,Petrol,Manual,First,5.0,4.9,Maruti,Swift,Dzire VXI,19.1,1197.0,85.8
2550,Delhi,2014,52000,Diesel,Manual,First,7.0,5.95,Maruti,Ertiga,ZDI,20.77,1248.0,88.8
2551,Coimbatore,2015,63591,Diesel,Manual,First,5.0,5.35,Renault,Duster,85PS Diesel RxL,20.45,1461.0,83.8
2552,Hyderabad,2014,57937,Petrol,Automatic,First,5.0,5.4,Honda,Amaze,VX AT i-Vtech,15.5,1198.0,86.7
2553,Coimbatore,2015,21979,Diesel,Automatic,First,5.0,23.45,Audi,A4,2.0 TDI Premium Sport Limited Edition,17.11,1968.0,174.33
2554,Hyderabad,2002,99000,Diesel,Manual,Second,5.0,1.9,Skoda,Octavia,Ambiente 1.9 TDI MT,18.7,1896.0,66.0
2555,Pune,2016,62000,Diesel,Manual,First,5.0,6.1,Honda,Amaze,E i-Dtech,25.8,1498.0,98.6
2556,Mumbai,2006,127001,Diesel,Manual,First,8.0,4.95,Toyota,Innova,2.5 EV Diesel MS 8 Str BSIII,12.8,2494.0,102.0
2557,Hyderabad,2013,84600,Petrol,Manual,Second,5.0,2.5,Hyundai,EON,D Lite Plus,21.1,814.0,55.2
2558,Kochi,2018,30953,Petrol,Manual,First,5.0,3.48,Datsun,redi-GO,T Option,22.7,799.0,53.64
2559,Chennai,2012,78000,Diesel,Manual,First,5.0,4.4,Maruti,Swift,VDI,22.9,1248.0,74.0
2560,Hyderabad,2008,85000,Diesel,Manual,First,6.0,7.99,Mitsubishi,Pajero,2.8 GLX Sports,9.5,2835.0,118.6
2561,Hyderabad,2008,79000,Diesel,Automatic,First,5.0,10.99,Volvo,S80,D5,13.1,2400.0,215.0
2562,Delhi,2014,79000,Diesel,Automatic,First,7.0,18.5,Toyota,Fortuner,4x2 AT,12.55,2982.0,168.5
2563,Coimbatore,2018,48188,Diesel,Manual,First,5.0,21.69,Jeep,Compass,2.0 Limited 4X4,16.3,1956.0,170.0
2564,Coimbatore,2014,67557,Diesel,Manual,First,5.0,5.17,Maruti,Swift,Dzire VDI,23.4,1248.0,74.0
2565,Delhi,2011,103814,Diesel,Manual,Second,5.0,4.5,Hyundai,Verna,1.6 SX,22.32,1582.0,126.32
2566,Kolkata,2014,45128,Diesel,Manual,First,8.0,6.75,Mahindra,Scorpio,VLX 2WD BSIV,12.05,2179.0,120.0
2567,Kochi,2013,56075,Petrol,Manual,First,5.0,3.12,Hyundai,i10,Era,19.81,1086.0,68.05
2568,Hyderabad,2011,166000,Diesel,Manual,First,8.0,8.25,Toyota,Innova,2.5 G (Diesel) 8 Seater,12.99,2494.0,100.6
2569,Coimbatore,2017,65367,Diesel,Automatic,First,7.0,20.14,Toyota,Innova,Crysta 2.8 ZX AT,11.36,2755.0,171.5
2570,Hyderabad,2013,114708,Diesel,Manual,First,8.0,12.6,Toyota,Innova,2.5 G (Diesel) 8 Seater,12.99,2494.0,100.0
2571,Kochi,2015,35082,Diesel,Manual,First,5.0,6.61,Maruti,Swift,Dzire ZDI,23.4,1248.0,74.0
2572,Kochi,2016,38593,Diesel,Automatic,First,5.0,13.23,Hyundai,Creta,1.6 CRDi AT SX Plus,17.01,1582.0,126.2
2573,Mumbai,2008,70700,Diesel,Manual,First,8.0,4.75,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,12.99,2494.0,100.0
2574,Mumbai,2011,83000,Diesel,Manual,Second,5.0,2.9,Volkswagen,Vento,Diesel Highline,20.54,1598.0,103.6
2575,Hyderabad,2015,120000,Diesel,Manual,First,10.0,5.5,Chevrolet,Tavera,LS B3 10 Seats BSIII,14.8,2499.0,80.0
2576,Kochi,2014,91586,Diesel,Automatic,Second,7.0,9.47,Mahindra,Ssangyong,Rexton RX7,11.18,2696.0,184.0
2577,Mumbai,2008,38235,Petrol,Manual,First,5.0,1.95,Hyundai,i10,Magna,20.36,1197.0,78.9
2578,Kolkata,2011,37000,Petrol,Manual,First,5.0,2.2,Hyundai,i10,Sportz 1.2,20.36,1197.0,78.9
2579,Mumbai,2006,50888,Petrol,Manual,First,5.0,1.15,Hyundai,Santro,Xing XG eRLX Euro III,17.0,1086.0,-1.0
2580,Bangalore,2013,44000,Petrol,Manual,Second,5.0,4.35,Honda,Amaze,S i-Vtech,18.0,1198.0,86.7
2581,Pune,2016,54000,Petrol,Automatic,First,5.0,4.5,Maruti,Celerio,ZXI AT,23.1,998.0,67.04
2582,Chennai,2013,90000,Petrol,Manual,First,5.0,3.55,Hyundai,Grand,i10 Asta,18.9,1197.0,82.0
2583,Kolkata,2015,35000,Diesel,Manual,First,5.0,4.75,Maruti,Swift,Dzire VDi,19.3,1248.0,73.9
2584,Coimbatore,2012,47324,Petrol,Manual,Second,5.0,4.52,Hyundai,i10,Sportz,20.36,1197.0,78.9
2585,Mumbai,2012,65148,Diesel,Automatic,First,5.0,12.75,BMW,X1,sDrive 20d Exclusive,15.06,1995.0,177.0
2586,Coimbatore,2014,57773,Diesel,Automatic,Second,5.0,20.04,Audi,A4,2.0 TDI 177 Bhp Premium Plus,17.11,1968.0,174.33
2587,Bangalore,2014,87000,Diesel,Manual,First,5.0,6.5,Nissan,Terrano,XL 85 PS,20.45,1461.0,83.8
2588,Chennai,2007,179032,Diesel,Manual,First,7.0,7.5,Mitsubishi,Montero,3.2 GLS,11.56,3200.0,199.3
2589,Mumbai,2016,8000,Petrol,Automatic,First,5.0,4.15,Maruti,Wagon,R VXI AMT,22.5,998.0,67.0
2590,Hyderabad,2007,77000,Petrol,Manual,First,5.0,2.5,Honda,Civic,2006-2010 1.8 (E) MT,13.5,1799.0,130.0
2591,Pune,2016,20600,Petrol,Manual,First,5.0,5.4,Hyundai,i20,2015-2017 Magna 1.2,18.6,1197.0,81.83
2592,Mumbai,2016,13198,Petrol,Manual,First,5.0,3.15,Maruti,Alto,K10 VXI,24.07,998.0,67.1
2593,Bangalore,2015,21000,Diesel,Automatic,Second,7.0,52.5,Audi,Q7,35 TDI Quattro Technology,12.07,2967.0,241.4
2594,Delhi,2016,38000,Petrol,Manual,First,5.0,5.95,Hyundai,i20,Sportz Option 1.2,18.6,1197.0,81.83
2595,Coimbatore,2019,15379,Petrol,Automatic,First,5.0,6.97,Tata,Tiago,AMT 1.2 Revotron XZA,23.84,1199.0,83.83
2596,Hyderabad,2011,60000,Petrol,Manual,First,5.0,3.2,Hyundai,i10,Sportz 1.2,20.36,1197.0,78.9
2597,Pune,2007,70000,Petrol,Manual,First,5.0,1.12,Hyundai,Santro,Xing XP,0.0,1086.0,-1.0
2598,Bangalore,2013,75371,Diesel,Manual,First,5.0,6.69,Renault,Duster,85PS Diesel RxL Optional,20.46,1461.0,83.8
2599,Bangalore,2014,60000,Diesel,Manual,Second,5.0,5.9,Tata,Xenon,XT EX 4X4,13.49,2179.0,138.03
2600,Kolkata,2009,30675,Petrol,Manual,First,5.0,2.25,Hyundai,i20,Magna,18.5,1197.0,80.0
2601,Kolkata,2013,22000,Diesel,Manual,First,5.0,4.5,Maruti,Swift,Dzire VDI,23.4,1248.0,74.0
2602,Pune,2015,55000,Petrol,Manual,First,5.0,2.61,Hyundai,EON,Magna,22.0,814.0,55.0
2603,Jaipur,2010,74213,Diesel,Automatic,First,5.0,11.5,Mercedes-Benz,New,C-Class 220 CDI AT,14.84,2143.0,170.0
2604,Mumbai,2016,15000,Petrol,Automatic,First,4.0,35.0,Mini,Cooper,Convertible S,16.82,1998.0,189.08
2605,Jaipur,2010,57000,Petrol,Manual,First,4.0,0.5,Tata,Nano,Cx,26.0,624.0,35.0
2606,Kolkata,2015,62144,Diesel,Manual,Second,5.0,5.75,Maruti,Ciaz,ZDi Plus,26.21,1248.0,88.5
2607,Pune,2017,50000,Diesel,Manual,First,5.0,11.5,Hyundai,Verna,CRDi 1.6 SX Option,22.0,1582.0,126.2
2608,Jaipur,2015,38000,Petrol,Manual,First,5.0,2.75,Hyundai,EON,Era Plus,21.1,814.0,55.2
2609,Chennai,2016,30000,Diesel,Automatic,Second,5.0,31.5,BMW,5,Series 2013-2017 520d Luxury Line,18.12,1995.0,190.0
2610,Kochi,2016,38735,Petrol,Manual,First,5.0,4.92,Honda,Brio,S MT,19.4,1198.0,86.8
2611,Pune,2012,23598,Diesel,Manual,First,5.0,3.52,Maruti,Ritz,VDi,23.2,1248.0,73.94
2612,Chennai,2014,70000,Diesel,Automatic,First,5.0,17.55,BMW,3,Series 320d Prestige,18.88,1995.0,184.0
2613,Pune,2016,39000,Diesel,Manual,First,5.0,5.8,Maruti,Swift,Dzire LDI,26.59,1248.0,74.0
2614,Hyderabad,2013,84175,Diesel,Manual,First,5.0,6.95,Maruti,Swift,Dzire VDI,23.4,1248.0,74.0
2615,Kolkata,2013,45000,Petrol,Manual,First,5.0,2.4,Renault,Scala,RxL,16.95,1498.0,97.6
2616,Mumbai,2013,59302,Diesel,Automatic,First,5.0,5.25,Chevrolet,Cruze,LTZ AT,14.39,1998.0,163.7
2617,Ahmedabad,2012,55002,Petrol,Manual,First,5.0,4.25,Maruti,Swift,Dzire ZXi,17.5,1298.0,85.8
2618,Jaipur,2008,128813,Diesel,Manual,First,5.0,1.5,Tata,Indigo,CS LX (TDI) BS III,19.09,1396.0,69.0
2619,Jaipur,2016,46522,Diesel,Manual,First,5.0,4.5,Hyundai,Grand,i10 CRDi Sportz,24.0,1120.0,70.0
2620,Pune,2014,180000,Diesel,Manual,First,5.0,2.5,Tata,Indica,Vista Quadrajet LS,22.3,1248.0,74.0
2621,Chennai,2006,89326,Diesel,Manual,Third,5.0,1.55,Ford,Fiesta,1.4 TDCi EXI,17.8,1399.0,68.0
2622,Pune,2016,54000,Diesel,Manual,First,5.0,6.5,Renault,Duster,85PS Diesel RxE,19.87,1461.0,83.8
2623,Pune,2012,95000,Diesel,Automatic,Second,-1.0,18.0,BMW,5,Series 520d Sedan,18.48,-1.0,-1.0
2624,Kochi,2015,66337,Diesel,Manual,First,5.0,4.96,Hyundai,Grand,i10 CRDi SportZ Edition,24.0,1120.0,70.0
2625,Bangalore,2012,60000,Petrol,Manual,First,5.0,3.25,Honda,Brio,S MT,19.4,1198.0,86.8
2626,Kolkata,2010,38001,Petrol,Automatic,First,5.0,8.5,Audi,A4,1.8 TFSI,12.3,1781.0,163.2
2627,Bangalore,2014,73000,Petrol,Manual,Second,5.0,2.75,Maruti,Alto,800 2016-2019 LXI,24.7,796.0,47.3
2628,Bangalore,2011,61000,Petrol,Manual,Second,5.0,3.4,Hyundai,Verna,Transform SX VTVT,16.2,1599.0,103.2
2629,Hyderabad,2013,120000,Diesel,Manual,First,7.0,7.0,Maruti,Ertiga,ZDI,20.77,1248.0,88.8
2630,Kochi,2012,71787,Petrol,Manual,First,5.0,3.21,Chevrolet,Optra,Magnum 1.6 LT ABS BS3,12.9,1598.0,102.5
2631,Coimbatore,2016,11554,Diesel,Manual,First,5.0,14.25,Hyundai,Creta,1.6 CRDi SX Option,19.67,1582.0,126.2
2632,Hyderabad,2014,90000,Diesel,Manual,First,5.0,6.5,Volkswagen,Vento,1.5 TDI Highline,20.34,1498.0,103.2
2633,Kolkata,2014,48104,Petrol,Manual,First,5.0,5.49,Honda,City,i VTEC SV,17.4,1497.0,117.3
2634,Pune,2005,91000,Petrol,Manual,Third,5.0,0.8,Hyundai,Getz,GLS ABS,16.8,1341.0,83.0
2635,Kochi,2007,58815,Petrol,Manual,First,5.0,1.99,Hyundai,Santro,Xing XG eRLX Euro III,17.0,1086.0,-1.0
2636,Coimbatore,2015,33931,Petrol,Automatic,Second,5.0,5.91,Hyundai,Grand,i10 AT Asta,18.9,1197.0,82.0
2637,Coimbatore,2019,13916,Petrol,Manual,First,5.0,6.44,Hyundai,Grand,i10 1.2 Kappa Sportz Option,18.9,1197.0,81.86
2638,Pune,2012,90400,CNG,Manual,First,5.0,2.9,Maruti,Wagon,R LXI CNG,26.2,998.0,58.2
2639,Jaipur,2015,14000,Petrol,Manual,First,5.0,4.6,Hyundai,Grand,i10 Sportz,18.9,1197.0,82.0
2640,Pune,2007,121000,Diesel,Manual,Second,5.0,2.35,Maruti,Swift,VDI BSIV,17.8,1248.0,-1.0
2641,Coimbatore,2016,17560,Petrol,Manual,First,5.0,7.21,Hyundai,i20,Asta 1.2,18.6,1197.0,81.83
2642,Pune,2016,60000,Diesel,Manual,First,5.0,8.0,Renault,Duster,85PS Diesel RxL,19.87,1461.0,83.8
2643,Hyderabad,2009,88096,Diesel,Manual,Second,5.0,3.5,Maruti,Swift,Dzire VDi,19.3,1248.0,73.9
2644,Pune,2008,178280,Diesel,Manual,First,8.0,5.9,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,12.8,2494.0,102.0
2645,Coimbatore,2015,19963,Petrol,Manual,Second,4.0,1.74,Tata,Nano,Twist XT,25.4,624.0,37.5
2646,Mumbai,2019,1000,Petrol,Manual,First,5.0,6.8,Ford,Figo,2015-2019 1.2P Sports Edition MT,18.12,1196.0,86.8
2647,Jaipur,2017,8000,Petrol,Manual,First,5.0,7.5,Hyundai,i20,1.2 Asta Option,18.6,1197.0,81.83
2648,Pune,2016,9200,Petrol,Manual,First,7.0,8.0,Honda,BRV,i-VTEC V MT,15.4,1497.0,117.3
2649,Hyderabad,2015,29000,Diesel,Manual,First,5.0,5.99,Honda,Amaze,S Diesel,27.4,1498.0,98.6
2650,Mumbai,2017,27000,Diesel,Manual,First,5.0,12.9,Hyundai,Creta,1.6 CRDi SX,19.67,1582.0,126.2
2651,Delhi,2018,22900,Petrol,Manual,First,5.0,7.0,Maruti,Baleno,Zeta 1.2,21.4,1197.0,83.1
2652,Hyderabad,2014,50000,Diesel,Automatic,First,5.0,35.0,Audi,Q5,2.0 TDI Technology,14.16,1968.0,174.3
2653,Jaipur,2015,60207,Diesel,Manual,First,5.0,5.5,Honda,Amaze,S i-DTEC,25.8,1498.0,98.6
2654,Coimbatore,2010,101119,Diesel,Automatic,First,5.0,18.46,BMW,X5,3.0d,11.0,2993.0,235.0
2655,Jaipur,2010,42000,Petrol,Manual,First,5.0,2.4,Ford,Figo,Petrol Titanium,15.6,1196.0,70.0
2656,Pune,2002,93000,Petrol,Manual,Third,5.0,1.0,Maruti,Wagon,R VXI,18.9,998.0,67.1
2657,Ahmedabad,2012,60000,Petrol,Manual,Second,5.0,2.65,Hyundai,i10,Era,19.81,1086.0,68.05
2658,Kochi,2015,66122,Diesel,Automatic,First,5.0,5.96,Skoda,Rapid,1.5 TDI AT Elegance,21.66,1498.0,103.52
2659,Kolkata,2015,25100,Diesel,Automatic,First,4.0,75.0,Porsche,Panamera,Diesel,17.85,2967.0,300.0
2660,Kochi,2017,24733,Petrol,Automatic,First,5.0,27.15,Mercedes-Benz,CLA,200 Sport Edition,15.04,1991.0,183.0
2661,Ahmedabad,2008,41000,Petrol,Automatic,Second,5.0,10.5,Audi,A6,2.8 FSI,10.4,2773.0,201.0
2662,Chennai,2015,30000,Petrol,Manual,First,5.0,6.7,Maruti,Ciaz,ZXi Plus,20.73,1373.0,91.1
2663,Kolkata,2013,36000,Diesel,Manual,First,5.0,4.9,Ford,Ecosport,1.5 DV5 MT Titanium,22.7,1498.0,89.84
2664,Hyderabad,2017,40279,Diesel,Manual,First,7.0,8.0,Mahindra,Bolero,mHAWK D70 ZLX,16.5,1493.0,70.0
2665,Kochi,2018,46805,Petrol,Manual,First,5.0,3.63,Maruti,Alto,K10 VXI,24.07,998.0,67.1
2666,Mumbai,2015,60000,Petrol,Manual,First,5.0,4.8,Maruti,Swift,Dzire 1.2 Vxi BSIV,17.5,1197.0,85.8
2667,Mumbai,2017,100000,Petrol,Manual,First,5.0,4.25,Tata,Zest,Revotron 1.2T XE,17.57,1193.0,88.7
2668,Kolkata,2014,32986,Petrol,Manual,First,-1.0,4.24,Maruti,Swift,1.3 VXi,16.1,-1.0,-1.0
2669,Coimbatore,2018,51530,Diesel,Automatic,First,7.0,30.27,Ford,Endeavour,3.2 Trend AT 4X4,10.91,3198.0,197.2
2670,Jaipur,2013,81456,Diesel,Manual,First,5.0,14.25,Mercedes-Benz,New,C-Class C 220 CDI CLASSIC,15.8,2148.0,170.0
2671,Ahmedabad,2012,37229,Petrol,Automatic,First,5.0,3.41,Hyundai,i10,Sportz AT,16.95,1197.0,78.9
2672,Delhi,2009,73200,Petrol,Manual,First,5.0,2.78,Honda,City,1.5 S MT,17.0,1497.0,118.0
2673,Ahmedabad,2015,71826,Diesel,Automatic,First,5.0,15.5,Skoda,Octavia,Elegance 2.0 TDI AT,19.3,1968.0,141.0
2674,Chennai,2017,129000,Diesel,Manual,First,5.0,3.0,Tata,Indica,V2 eLS,25.0,1396.0,69.0
2675,Pune,2012,82000,Petrol,Manual,First,5.0,2.3,Maruti,Wagon,R VXi BSII,18.9,998.0,67.1
2676,Kochi,2017,40459,Diesel,Manual,First,5.0,13.28,Hyundai,Creta,1.6 CRDi SX,19.67,1582.0,126.2
2677,Hyderabad,2009,61964,Petrol,Manual,First,5.0,2.25,Maruti,A-Star,Lxi,19.0,998.0,66.1
2678,Kochi,2011,15466,Petrol,Manual,First,5.0,3.36,Maruti,Wagon,R LXI,22.5,998.0,67.04
2679,Kolkata,2014,23000,Petrol,Manual,First,7.0,4.25,Honda,Mobilio,E i VTEC,17.3,1497.0,117.3
2680,Coimbatore,2012,43766,Petrol,Manual,First,5.0,4.3,Hyundai,i10,Magna,20.36,1197.0,78.9
2681,Hyderabad,2010,54000,Petrol,Automatic,First,5.0,6.0,Skoda,Superb,3.6 V6 FSI,0.0,3597.0,262.6
2682,Coimbatore,2018,18521,Diesel,Manual,First,5.0,9.18,Hyundai,i20,1.4 Sportz,22.54,1396.0,88.73
2683,Hyderabad,2017,26400,Petrol,Manual,First,5.0,4.99,Maruti,Celerio,ZXI Optional,23.1,998.0,67.04
2684,Pune,2011,31900,Petrol,Manual,First,5.0,3.75,Skoda,Laura,1.8 TSI Ambiente,13.4,1798.0,157.8
2685,Chennai,2010,39000,Diesel,Manual,First,5.0,2.5,Ford,Figo,Diesel LXI,20.0,1399.0,68.0
2686,Hyderabad,2016,45671,Diesel,Manual,First,5.0,7.2,Honda,Jazz,1.5 VX i DTEC,27.3,1498.0,98.6
2687,Ahmedabad,2016,39500,Diesel,Automatic,First,5.0,29.5,Mercedes-Benz,E-Class,2015-2017 E250 Edition E,15.0,2143.0,204.0
2688,Chennai,2015,54000,Diesel,Automatic,First,5.0,17.55,Mercedes-Benz,GLA,Class 200 CDI SPORT,17.9,2143.0,136.0
2689,Chennai,2012,20000,Diesel,Automatic,First,5.0,12.0,Volvo,S60,D3,18.5,1985.0,163.0
